0	7.88766	15.9688	3.95103	16
1	15.3646	11.0794	12.5774	19
2	10.268	18.3239	14.3459	4
3	12.1394	4.85774	16.0835	13
4	8.01889	2.17618	4.36514	2
5	16.7822	5.92063	10.4857	7
6	19.4555	15.4272	15.3983	20
7	17.8306	7.04917	18.3805	24
8	18.9865	1.72112	13.2645	7
9	6.97786	0.400461	1.26192	27
10	19.4127	17.0184	10.7952	17
11	15.205	13.3545	0.785607	9
12	18.6367	14.419	14.7707	20
13	7.08097	3.31948	17.6015	21
14	6.60674	17.8674	13.7334	14
15	11.7728	17.1735	18.4794	4
16	16.2953	18.2194	4.3165	1
17	18.4026	17.6212	8.63907	17
18	5.62119	6.14916	4.52213	27
19	5.52469	8.33003	18.1361	22
20	2.52151	15.2095	18.7001	11
21	7.66377	7.37327	4.64523	0
22	4.88825	14.643	15.8694	11
23	14.9014	19.0021	10.4313	17
24	4.80125	14.6531	19.3481	11
25	15.1947	2.69805	1.56464	5
26	4.0931	16.3935	15.1116	11
27	3.15614	4.08657	2.50937	27
28	1.08115	1.44658	18.4614	12
29	3.60745	7.8338	16.3939	12
30	11.0497	9.05152	1.9928	0
31	15.1459	19.8446	17.5523	20
32	12.5782	14.9561	18.5075	4
33	16.6208	14.8762	19.6719	20
34	9.94517	16.6002	1.53989	18
35	4.96088	4.58274	6.33734	27
36	4.62856	12.6614	13.0226	8
37	19.4293	10.9221	2.26561	9
38	11.8508	9.01835	16.9537	22
39	0.0646292	11.9696	4.67783	15
40	9.65901	6.09911	3.65112	2
41	0.817286	13.9197	12.7528	6
42	3.69245	12.5432	6.56749	16
43	4.04426	13.6951	5.14531	16
44	1.75287	17.5477	1.8748	23
45	7.23202	11.8642	5.77556	16
46	5.76759	3.79502	0.0715715	27
47	6.62958	8.72994	18.3786	22
48	13.9815	13.7157	15.4855	19
49	18.3255	4.07096	10.9608	7
50	18.0986	17.4796	11.524	17
51	5.47822	9.84798	16.9788	22
52	5.82107	13.6836	2.78116	16
53	9.84843	14.485	4.43931	18
54	2.42518	7.20885	18.6379	12
55	12.4419	16.3626	6.69943	17
56	13.1766	5.17812	1.4509	5
57	12.9441	5.76539	1.82297	5
58	18.6899	5.30923	15.2356	7
59	3.14544	12.5133	4.15687	15
60	8.52399	7.88777	6.52027	0
61	12.7731	6.76486	2.72149	5
62	0.108171	15.4877	2.29336	23
63	14.4201	8.9821	14.1582	19
64	9.47788	1.87839	7.65792	2
65	13.1424	2.63404	1.06845	5
66	15.6174	8.8512	11.7927	19
67	10.598	7.23834	17.7745	22
68	3.39641	10.5149	11.9239	8
69	16.5962	1.97675	3.39299	5
70	4.50982	5.81657	17.5656	12
71	16.2982	0.726548	15.5651	13
72	16.7221	4.42019	12.2488	7
73	13.4921	14.3892	8.02375	17
74	8.68017	7.71496	3.09448	0
75	0.291587	7.64334	14.7482	12
